#query_sequence	candidate_DB_seqs(outliers)	candidate_DB_seqs_qualifying_percent_identity_cutoff	query_unrelated2DB	score_of_cut
OTU_97.20375	LARF01000079.1.1498;LARF01000076.2386.3883;EU266549.1.1452;FMUV01000065.209.1620;EU728796.1.1488	NA	NA	20.121048323058858
OTU_97.204	AB547649.1.1485;CP002544.2310357.2311868;CP002544.2531255.2532766;CP002544.1477119.1478630;L16496.1.1467;CP002544.2203321.2204832	NA	NA	120.24891223283703
OTU_97.20407	BAAY01001326.446.1936;BAAX01000042.422.1912;BABG01001611.30.1520;LQ500117.1.1474;BAAU01000686.2038.3530;BABA01001765.248.1738;BAAX01000205.681.2171;LQ500116.1.1474;BABG01000480.1321.2811;BAAY01000303.996.2486;LQ500131.1.1474;LQ500123.51.1533;BAAV01000571.2640.4130;BAAY01002722.335.1825;BABA01001556.422.1912;X85022.1.1499;AJ413954.1.1462;CYGL01005916.57.1552;BABD01001073.183.1673;BAAX01000131.813.2303;BAAX01000694.431.1921;HQ457025.1.1483;EU728783.1.1433;BABG01000051.2348.3838;JN713314.1.1504;BAAY01001463.1184.2674	NA	NA	622.1627961386348
OTU_97.2041	CP000139.4430477.4431986;ADKO01000087.185.1693;AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;AGXZ01000020.342567.344082;ASSN01000031.1609.3124;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;CP000139.2183533.2185042;AJ867050.1.1476;CP000139.4743140.4744649;CS600343.12.1518;M58762.1.1533;AJ867044.1.1475;AJ867042.1.1475;AJ867043.1.1457;KP944149.1.1433;AB050111.1.1397;JQ607246.1.1418;CP008741.391903.393445;JQ607451.1.1421;JQ607271.1.1416;JQ606944.1.1418;JQ607149.1.1411;ABWZ01000093.3557.5076;JQ607257.1.1414;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.4433201.4434743;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;JQ606920.1.1421;JQ607114.1.1418;JQ607305.1.1446;JQ607625.1.1415;CP008741.2636685.2638227;JQ607294.1.1425;JQ607243.1.1431;JQ607429.1.1424;JX006258.1.1422;JX048138.1.1422;JX048110.1.1435;JX006390.1.1422;JX006397.1.1422;CP009057.4969468.4971009;JX048287.1.1404;JQ607431.1.1420	NA	NA	1303.9469312693036
OTU_97.20410	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;FOAT01000040.3592.5104;AF104839.1.1466;AB538438.1.1472;CP002403.1548328.1549826;CP002403.417348.418847;CP002403.2867312.2868810;CP002403.3675459.3676957;AY445600.1.1503;AB849341.1.1449;L76598.1.1407;AB849340.1.1445;AF104833.1.1459;AF030451.1.1459;AY445602.1.1501	NA	NA	333.61402436051685
OTU_97.20413	AY169430.1.1474;BABA01001556.422.1912;DQ057482.1.1450;BABG01000480.1321.2811;BAAY01000303.996.2486;BAAY01001326.446.1936;BAAX01000205.681.2171;BABD01001073.183.1673;BAAU01000686.2038.3530;BABG01000051.2348.3838;BABG01001611.30.1520;BAAY01001463.1184.2674;BAAX01000694.431.1921;CYGL01005916.57.1552;BAAV01000571.2640.4130;BAAX01000042.422.1912;BAAX01000131.813.2303;LQ500116.1.1474;LQ500123.51.1533;JN713314.1.1504;EU728786.1.1477;DQ057481.1.1439;LQ500131.1.1474;LQ500117.1.1474;X85022.1.1499;BAAY01002722.335.1825;BABA01001765.248.1738;AJ413954.1.1462;HQ457025.1.1483;EU728783.1.1433;CBXK010002535.1192.2697	NA	NA	645.035532758764
OTU_97.20424	BAJL01000058.3711.5213;AQHX01000018.1891.3401;AQHX01000010.665280.666790;AQHX01000008.421436.422946;AQHX01000020.1891.3401;EU136690.1.2033;AB510707.1.1473;AY608696.1.1419	NA	NA	72.3101539467034
OTU_97.20461	AGXF01000001.587.2103;LG084988.1.1506;HZ485081.1.1506;EU136686.1.1972;AB510697.1.1478;X83951.1.1422	NA	NA	52.56395755124504
OTU_97.20495	ACBX02000017.22857.24376;AB649279.1.1493;AB244773.1.1493;AB244771.1.1493;AJWZ01002193.94.1618;AB244770.1.1491;AB064923.1.1494;AB244772.1.1493;EU728712.1.1486;EU728757.1.1485;ACBX02000014.1230.2749;CBXK010002068.363.1874;ACBX02000025.1.1217;EU728740.1.1484;LT722678.1.1454;EU728752.1.1491;EU728732.1.1487	NA	NA	344.41023826979654
OTU_97.20528	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;LF623612.1.1491;HW313948.1.1491;FOAT01000040.3592.5104;AF104839.1.1466;AB849341.1.1449;AF104833.1.1459;AF030451.1.1459;AB849340.1.1445	NA	NA	69.11502701317477
OTU_97.20539	FXLN01000003.742202.743700;KM454168.1.1525;FXLN01000003.3572.5070;FJVJ01000015.3438.4940;MBSV01000087.92.1617;LAQZ01000049.1994.3490;AY949858.1.1511;LARI01000033.555.2050;AB491207.1.1467;KT935669.1.1461;FJ805840.1.1445;CP020705.2051671.2053189;CP020705.653886.655404;FNLI01000001.906.2398;FMUV01000065.209.1620;LARF01000079.1.1498;LARF01000076.2386.3883;AY169430.1.1474;JQ670725.1.1481;CBXK010002535.1192.2697;FNWG01000007.3380.4869;LT598578.1.1473;BAAV01000064.898.2410;JOOA01000002.604280.605769;CP015400.1820588.1822127;CP015400.1209305.1210844;LN866995.1.1482;ACEC01000059.3517.5032;LG085265.3.1510;HZ485358.3.1510;AB239487.1.1487;BABG01000480.1321.2811;X81653.1.1489;EU266549.1.1452;EU728796.1.1488	NA	NA	239.42012298661757
OTU_97.20565	CYGL01005916.57.1552;BABD01001073.183.1673;BAAV01000571.2640.4130;BAAX01000694.431.1921;BAAY01001326.446.1936;BABG01001611.30.1520;BAAY01002722.335.1825;BABG01000051.2348.3838;BAAX01000205.681.2171;LQ500117.1.1474;BAAY01001463.1184.2674;BAAX01000042.422.1912;BAAU01000686.2038.3530;LQ500123.51.1533;BABA01001765.248.1738;LQ500131.1.1474;LQ500116.1.1474;X85022.1.1499;BAAX01000131.813.2303;BABG01000480.1321.2811;BABA01001556.422.1912;BAAY01000303.996.2486;AJ413954.1.1462;HQ457025.1.1483;EU728783.1.1433;JN713314.1.1504;CBXK010002535.1192.2697;AY169430.1.1474;EU728786.1.1477;DQ057482.1.1450;DQ057467.1.1475;FAUK01000014.218606.220097	NA	NA	793.6870715250752
OTU_97.20567	AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;ADKO01000087.185.1693;CP000139.4430477.4431986;AGXZ01000020.342567.344082;CP000139.2183533.2185042;AJ867050.1.1476;ASSN01000031.1609.3124;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;CP000139.4743140.4744649;CS600343.12.1518;M58762.1.1533;AJ867042.1.1475;AJ867044.1.1475;AB050111.1.1397;AJ867043.1.1457;KP944149.1.1433;JQ607246.1.1418;JQ606920.1.1421;JQ607305.1.1446;CP008741.391903.393445;ABWZ01000093.3557.5076;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.4433201.4434743;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;CP008741.2636685.2638227;CP009057.4969468.4971009	NA	NA	897.4648333380992
OTU_97.20576	BAAV01000571.2640.4130;BAAY01002722.335.1825;CYGL01005916.57.1552;BAAY01001326.446.1936;BABD01001073.183.1673;BAAU01000686.2038.3530;BAAX01000694.431.1921;BAAX01000205.681.2171;BABG01000051.2348.3838;BABG01001611.30.1520;BAAY01001463.1184.2674;LQ500117.1.1474;BAAX01000042.422.1912;BABA01001765.248.1738;LQ500116.1.1474;BAAX01000131.813.2303;LQ500123.51.1533;X85022.1.1499;BABG01000480.1321.2811;BABA01001556.422.1912;AJ413954.1.1462;HQ457025.1.1483;BAAY01000303.996.2486;LQ500131.1.1474;EU728783.1.1433;JN713314.1.1504;CBXK010002535.1192.2697;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475;DQ057481.1.1439	NA	NA	779.2299223632472
OTU_97.20596	ADLE01000017.1593.3112;AB547647.1.1481;AB370251.1.1484;CP007034.1591211.1592751;CP007034.620467.622007;CP007034.2537143.2538680;CP007034.2723148.2724685;CP007034.2003593.2005133;AB267809.1.1461	NA	NA	188.0447785870183
OTU_97.20597	BAAZ01000703.1371.2875;CZAR01000037.27480.28953;CDRH01001199.128.1633;BABA01001649.892.2396;KR364782.1.1484;AB238924.1.1486;LC033797.1.1486;AB238923.1.1486;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;JNHQ01000184.8.1440;AB238927.1.1486;AB238926.1.1486;EU728708.1.1478;CP000140.142361.143857;CP000140.4787729.4789225;EU136681.1.1911;AB117561.1.1493;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;M86695.1.1539;JQ606916.1.1417;JQ607238.1.1426;JQ606931.1.1418;KP944197.1.1431;FNVS01000030.3615.5146;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;AB574482.1.1489;AGES01000002.1517833.1519347;GEEG01002153.1.1395;LT558809.1.2930;AGES01000014.73256.74770;LT223609.1.1490;AB739697.1.1442;AJPU01000034.127207.128725;FTLH01000001.1658518.1660028;AJPU01000037.18517.20035;AB238928.1.1492;EU728718.1.1446;AGES01000009.1340374.1341888;KX462878.1.1423;AB470344.1.1487;AB470343.1.1485;AGZP01000036.3707.5225;ABYH01000014.137.1655;AB238929.1.1492;AB261128.1.1492;EU136685.1.2023;LT725663.1.1450;FQSE01000007.1631802.1633308;FUFV01000048.87.1597;FJ862827.1.1521;AGZO01000005.452.1966;ASSQ01000028.98117.99631;ASSQ01000025.293398.294912;HQ122961.1.1394;DQ677015.1.1505;FJ799120.1.1498;AGZO01000011.369833.371347;AGZO01000045.56609.58123;ASSQ01000020.1189752.1191266;AQFV01000011.277632.279146;AQFV01000015.300695.302209;HW066513.1.1490;FJ799161.1.1470;JN029805.1.1481;EU136697.1.2002;AY949860.1.1520;DQ676993.1.1505;LZEK01000004.127788.129330;AB547650.1.1476;HQ020488.1.1502;LC033805.1.1630;AF357554.1.1448;KR822455.1.1480	NA	NA	1365.2224634369268
OTU_97.20609	LT576387.1.1491;FQLT01000003.449641.451153;FQLT01000002.339798.341310;LT598580.1.1496;CP017269.3956984.3958508;FJ269072.1.1480;AZJE01000001.34797.36315;BABA01004003.155.1665;ACWP01000059.374.1892;AZJE01000037.2302.3820;ACTM01000065.528.2046	NA	NA	12.515862525383454
OTU_97.20627	FP929042.53.1573;FP929043.489815.491335;CYYW01000006.154776.156288;AJ270475.1.1506;CP001107.307101.308621;CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.1425077.1426597;CP001107.10914.12434;CP001107.763005.764525;AY169428.1.1492;AY804151.1.1496;L34627.1.1468	NA	NA	80.86171504177219
OTU_97.2064	KP657487.1.1491;JQ918082.1.1528;KC561096.1.1421;L28946.1.1514;CP007033.221333.222908;CP007033.342170.343746;CP007033.335348.336923;AQZF01000005.19987.21532;KC561094.1.1421;U84497.1.1525;CP007033.1161039.1162615;Y10164.1.1494	NA	NA	31.085222061280547
OTU_97.20655	CBXK010002068.363.1874;AJWZ01002193.94.1618;AB244773.1.1493;AB244771.1.1493;ACBX02000025.1.1217;ACBX02000017.22857.24376;AB244770.1.1491;AB244772.1.1493;ACBX02000014.1230.2749;AB649279.1.1493;AB064923.1.1494;EU728712.1.1486;EU728757.1.1485;EU728752.1.1491;LT722678.1.1454;EU728740.1.1484	NA	NA	338.29569895879104
OTU_97.2067	ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;L16497.1.1468;ADLD01000012.328.1844;AB600999.1.1490;AB490804.1.1482;FCNT01000097.14.1527;CZBH01000001.999036.1000544;LARG01000025.1.1402;CZBZ01000002.727652.729157;EU728719.1.1444;CP003274.119147.120561;AJ518872.1.1414;AY538696.1.1466;AY547271.1.1466;AY643083.1.1446;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;AY974072.1.1433;AJWZ01008598.7.1523;AB554230.1.1487;CP003274.2181216.2182629;CAHA01000059.20.1541;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;AY643084.1.1446;LG084852.1.1439;AJ518874.1.1465;AY974071.1.1440;LARG01000024.765.2171;CAEG01000022.14.1521;KP297842.1.1452;AY643082.1.1451;FKYL01000005.1805440.1806947;LT223566.1.1491;FNWB01000008.1278584.1280092;JRGF01000044.3.1537;LT598563.1.1492;JW177579.112.1491	NA	NA	820.1661581580393
OTU_97.20687	BAAU01000686.2038.3530;BAAY01001326.446.1936;BAAX01000205.681.2171;BAAX01000042.422.1912;BABA01001765.248.1738;BABG01001611.30.1520;LQ500116.1.1474;LQ500123.51.1533;LQ500117.1.1474;BAAX01000131.813.2303;BAAY01002722.335.1825;X85022.1.1499;AJ413954.1.1462;BAAV01000571.2640.4130;BABA01001556.422.1912;LQ500131.1.1474;HQ457025.1.1483;BABD01001073.183.1673;BABG01000480.1321.2811;BAAX01000694.431.1921;CYGL01005916.57.1552;BABG01000051.2348.3838;BAAY01000303.996.2486;EU728783.1.1433;BAAY01001463.1184.2674;JN713314.1.1504;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477;DQ057481.1.1439;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475	NA	NA	750.6816619607798
OTU_97.2071	FLKM01000009.1335473.1336974;LT576391.1.1479;GQ461729.1.1492;GQ461730.1.1491	NA	NA	34.77272965667362
OTU_97.20711	NA	None	NA	NA
OTU_97.20724	CP000139.4430477.4431986;ADKO01000087.185.1693;AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;AGXZ01000020.342567.344082;ASSN01000031.1609.3124;CP000139.2183533.2185042;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;AJ867050.1.1476;CP000139.4743140.4744649;CS600343.12.1518;M58762.1.1533;AJ867044.1.1475;AJ867042.1.1475;AJ867043.1.1457;KP944149.1.1433;AB050111.1.1397;JQ607246.1.1418;JQ607451.1.1421;JQ606944.1.1418;JQ607271.1.1416;JQ607257.1.1414;JQ607149.1.1411;JQ607114.1.1418;CP008741.391903.393445;JQ606920.1.1421;JQ607305.1.1446;JQ607625.1.1415;ABWZ01000093.3557.5076;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.4433201.4434743;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;CP008741.2636685.2638227;JQ607294.1.1425;JQ607429.1.1424;JQ607243.1.1431;JX006258.1.1422;JX006390.1.1422;JX048138.1.1422;JX048110.1.1435;JX006397.1.1422;CP009057.4969468.4971009;JX048287.1.1404;JQ607431.1.1420	NA	NA	1389.0358205983866
OTU_97.20725	BAAX01000752.408.1920;ABWN01000012.312.1822;LF133490.9.1511;LF135522.9.1511;FR733670.1.1511	NA	NA	12.914361508454931
OTU_97.20742	ABFZ02000010.54.1555;ABFZ02000022.100210.101724;HZ485141.10.1516;BABB01000067.5995.7501;FNOD01000057.3565.5095;BAAU01001024.317.1823;BABD01000526.1236.2742;LN907743.1.1476;AB510708.1.1476;ABFZ02000011.1.1404;LC033792.1.1501;EU136684.1.1926;X83953.1.1342;FQWK01000014.251.1781;LF650911.10.1516;LF135337.10.1516;LV534824.10.1516;HZ485083.10.1516;AB547638.1.1488	NA	NA	228.45192381837387
OTU_97.20747	LARF01000079.1.1498;LARF01000076.2386.3883;EU266549.1.1452;FMUV01000065.209.1620;EU728796.1.1488;DQ057453.1.1460	NA	NA	58.39721352468223
OTU_97.20757	LF623579.1.1491;HW798588.1.1491;AB702937.1.1496;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;ASTC01000037.211.1727;AB238598.1.1453	NA	NA	136.0036493847074
OTU_97.20790	BAAY01002722.335.1825;BAAX01000205.681.2171;BABD01001073.183.1673;BAAX01000694.431.1921;BAAU01000686.2038.3530;BAAV01000571.2640.4130;BAAX01000042.422.1912;BABG01000051.2348.3838;BAAY01001463.1184.2674;CYGL01005916.57.1552;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500123.51.1533;X85022.1.1499;BABA01001765.248.1738;LQ500116.1.1474;AJ413954.1.1462;BAAX01000131.813.2303;LQ500131.1.1474;LQ500117.1.1474;HQ457025.1.1483;BABG01000480.1321.2811;BABA01001556.422.1912;BAAY01000303.996.2486;JN713314.1.1504;EU728783.1.1433;CBXK010002535.1192.2697;AY169430.1.1474;EU728786.1.1477;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475;DQ057481.1.1439	NA	NA	800.5761247585033
OTU_97.2080	AWST01000112.51.1570;LN881600.1.1495;ACTP02000011.422074.423593;ACTP02000021.182566.184085;MEHB01000041.181.1720;CCYG01000338.190.1701;MEHE01000012.135.1674;MCGH01000002.3508013.3509539;ACTP02000009.47.1566;DQ278862.1.1546;L04165.1.1477	NA	NA	82.99917058025312
OTU_97.20847	AJWZ01002193.94.1618;AB244773.1.1493;AB244771.1.1493;ACBX02000017.22857.24376;AB244770.1.1491;AB244772.1.1493;ACBX02000014.1230.2749;AB649279.1.1493;AB064923.1.1494;EU728757.1.1485;EU728712.1.1486;ACBX02000025.1.1217;CBXK010002068.363.1874;EU728740.1.1484;EU728752.1.1491;LT722678.1.1454;EU728732.1.1487	NA	NA	337.3742628036289
OTU_97.20893	BAAX01000131.813.2303;LQ500123.51.1533;AJ413954.1.1462;X85022.1.1499;BAAU01000686.2038.3530;LQ500131.1.1474;HQ457025.1.1483;BAAX01000205.681.2171;BAAY01001326.446.1936;BAAX01000042.422.1912;BABA01001765.248.1738;BABG01001611.30.1520;LQ500116.1.1474;BABA01001556.422.1912;LQ500117.1.1474;BABD01001073.183.1673;BABG01000480.1321.2811;BAAY01002722.335.1825;BAAX01000694.431.1921;BAAV01000571.2640.4130;BAAY01000303.996.2486;CYGL01005916.57.1552;BABG01000051.2348.3838;BAAY01001463.1184.2674;EU728783.1.1433;JN713314.1.1504;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477;FAUK01000014.218606.220097;DQ057481.1.1439;LN846908.1.1491	NA	NA	762.5099656316634
OTU_97.209	AJ629069.1.1499	NA	NA	15.427713550704937
OTU_97.20924	BAAX01000131.813.2303;LQ500123.51.1533;BAAU01000686.2038.3530;LQ500131.1.1474;BAAX01000205.681.2171;BAAY01001326.446.1936;BAAX01000042.422.1912;BABA01001765.248.1738;BABD01001073.183.1673;BABG01001611.30.1520;BAAY01002722.335.1825;BAAX01000694.431.1921;LQ500116.1.1474;BAAV01000571.2640.4130;BABA01001556.422.1912;LQ500117.1.1474;BABG01000480.1321.2811;CYGL01005916.57.1552;BABG01000051.2348.3838;BAAY01001463.1184.2674;BAAY01000303.996.2486;JN713314.1.1504;AY169430.1.1474	NA	NA	577.2035765598584
OTU_97.20931	CXSE01001446.1371.2879;HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;CZBI01000005.3650.5158;AE015928.3328965.3330446;AE015928.3034714.3036195;CP012937.5517779.5519304;M58763.1.1482;CVOZ01000063.228971.230480;EU136679.1.1995;AB510710.1.1461;AB050109.1.1426;AGDG01000041.493.2001;CZAE01000003.99809.101321;AY319395.1.1449;L16489.1.1475;KP944123.1.1436;AB547640.1.1475;JQ607157.1.1414;KP944119.1.1432;JX006697.1.1410;JQ606901.1.1421;GQ496624.1.1458;JQ606972.1.1418;GQ496623.1.1463;JX006625.1.1415;JQ607082.1.1425;JQ607032.1.1412;JQ606959.1.1417;JQ607143.1.1401;JQ607043.1.1414;JQ608299.1.1419;JQ606910.1.1424;JQ606976.1.1418;JQ607060.1.1412;JQ606983.1.1424;JQ606892.1.1428;JX006297.1.1423	NA	NA	358.2637030490441
OTU_97.2101	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;AF104833.1.1459;AF030451.1.1459;FOAT01000040.3592.5104;AY445602.1.1501;JMMA01000002.1983613.1985105;AB538438.1.1472;AF104839.1.1466;CP002403.1548328.1549826;CP002403.417348.418847;CP002403.2867312.2868810;CP002403.3675459.3676957;AY445600.1.1503;AB849341.1.1449;AB849340.1.1445;L76598.1.1407;AB849339.1.1445	NA	NA	375.16367533151606
OTU_97.21012	CXSE01001446.1371.2879;CZBI01000005.3650.5158;HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;CP012937.5517779.5519304;AE015928.3328965.3330446;AE015928.3034714.3036195;EU136679.1.1995;CVOZ01000063.228971.230480;M58763.1.1482;AB510710.1.1461;AB050109.1.1426;AGDG01000041.493.2001;CZAE01000003.99809.101321;AY319395.1.1449;L16489.1.1475;AB547640.1.1475;KP944123.1.1436;GQ496624.1.1458;GQ496623.1.1463;LC033799.1.1504	NA	NA	154.02150493059435
OTU_97.21030	CYZJ01000002.353627.355138;AB661434.1.1493;CP003040.25465.26999;CP003040.1035384.1036918;CP003040.625894.627428;CP003040.3095887.3097421;HZ486327.1.1480;AJ270482.1.1485;CVRR01000056.45.1566;CYXV01000011.416.1929;LG086232.1.1497;HZ486325.1.1497;AY804150.1.1497;AY804149.1.1497;FP929050.3523936.3525456;AB661435.1.1494;AJ312385.1.1482	NA	NA	75.64165522844996
OTU_97.2107	AY169430.1.1474;EU728786.1.1477;LQ500131.1.1474;LQ500123.51.1533;BAAX01000131.813.2303;LQ500116.1.1474;X85022.1.1499;AJ413954.1.1462;BAAX01000042.422.1912;BABG01000480.1321.2811;BAAY01000303.996.2486;JN713314.1.1504;BAAX01000205.681.2171;BAAY01001326.446.1936;BAAU01000686.2038.3530;BABA01001765.248.1738;LQ500117.1.1474;BABD01001073.183.1673;BABG01000051.2348.3838;BABG01001611.30.1520;BAAY01001463.1184.2674;BAAX01000694.431.1921;BAAV01000571.2640.4130;BABA01001556.422.1912;BAAY01002722.335.1825	NA	NA	570.1136572508058
OTU_97.2108	X72865.1.1511;X72867.1.1547;JN713316.1.1543;LV534576.1.1489;LG103435.1.1489;LG084742.1.1489;LF133057.1.1489;LF135089.1.1489;HZ484835.1.1489;CP003058.391435.392923;CP003058.15620.17108;FMIW01000005.418310.419846;CP003058.120458.121946;EU728758.1.1512	NA	NA	226.81646185748286
OTU_97.21099	BABD01000630.3115.4627;CP001107.1425077.1426597;CP001107.10914.12434;CP001107.763005.764525;FP929042.53.1573;FP929043.489815.491335;CYYW01000006.154776.156288;AJ270475.1.1506;CP001107.307101.308621;CP001107.2162771.2164291;AY804151.1.1496;AY169428.1.1492;L34627.1.1468	NA	NA	64.43815031574832
OTU_97.211	CP001104.15561.17079;BAAZ01003957.403.1825;CP001104.413153.414672;CP001104.872242.873760;CP001104.697435.698953;L34420.1.1479;BAAV01003125.60.1537;CP001104.2029863.2031381;BABG01000033.258.1769;LF134149.1.1452;LF136181.1.1452;GU269544.1.1452;BABG01001469.752.2264	NA	NA	48.1045331012383
OTU_97.21115	BABG01000480.1321.2811;BAAY01000303.996.2486;BABA01001556.422.1912;BAAX01000042.422.1912;BAAY01001326.446.1936;BABA01001765.248.1738;LQ500131.1.1474;LQ500117.1.1474;BABG01001611.30.1520;BAAX01000205.681.2171;LQ500116.1.1474;LQ500123.51.1533;BAAU01000686.2038.3530;BAAX01000131.813.2303;X85022.1.1499;AJ413954.1.1462;BABD01001073.183.1673;BAAV01000571.2640.4130;BAAY01002722.335.1825;BAAX01000694.431.1921;JN713314.1.1504;CYGL01005916.57.1552;HQ457025.1.1483;BABG01000051.2348.3838;BAAY01001463.1184.2674;EU728783.1.1433;AY169430.1.1474;CBXK010002535.1192.2697;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057481.1.1439;DQ057467.1.1475;EU728786.1.1477	NA	NA	657.8098628743573
OTU_97.21129	ACIM02000001.828416.829972;ACIM02000001.564708.566263;AB626632.1.1530;AF287787.1.1541;AY162469.1.1524;ACIM02000001.1245177.1246733;GU401492.1.1493;JN713211.1.1560;AF481210.1.1524;AF287786.1.1532;AB626634.1.1465;LSDR01000051.85.1641;AF548373.1.1537;CYZS01000414.159.1705;AY134907.1.1554	NA	NA	176.19788849023553
OTU_97.2113	LQ500123.51.1533;AJ413954.1.1462;X85022.1.1499;BAAX01000131.813.2303;BAAX01000205.681.2171;LQ500131.1.1474;HQ457025.1.1483;BAAU01000686.2038.3530;BAAX01000042.422.1912;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500116.1.1474;BABD01001073.183.1673;BAAY01002722.335.1825;BABA01001765.248.1738;BAAX01000694.431.1921;BABG01000480.1321.2811;BAAY01000303.996.2486;BABA01001556.422.1912;LQ500117.1.1474;BAAV01000571.2640.4130;BABG01000051.2348.3838;BAAY01001463.1184.2674;CYGL01005916.57.1552;EU728783.1.1433;JN713314.1.1504	NA	NA	673.6800615051961
