#partition assignment criteria: Assign read to the parition(s) that exceeds the 0.5 proportion in the candidate (outlier) set (first_flag=False).
#read	db_seqs_in_winning_partitions	partition_num(winner)	partition_counts	candidate_db_seqs(outliers)	size_of_candidate_db_seqs_set
OTU_97.1084	JX101687.1.1487;EU980608.1.1520;CYZK01000040.552.2062;FR749920.1.1525;CS600346.9.1480;AAVP02000002.246738.248249;AF357572.1.1411;L34619.1.1479;AF445285.1.1525;AB196512.1.1455;LF651698.2.1512;AJ315979.1.1406;ACTM01000065.528.2046;LDAQ01000152.353.1865;LG085333.2.1512;FR749945.1.1521;FR749935.1.1522;AB600998.1.1493;HZ485426.2.1512;BAAU01002801.360.1869;ADBG01000142.461.1973;LF651214.3.1514;AAVP02000040.351.1861;CP015405.3598712.3600253;FQLT01000003.449641.451153;HZ485583.1.1509;CP015405.196247.197788;CZBS01000001.376463.377973;HZ486360.2.1513;AB233029.1.1493;HZ486353.2.1514;EU728703.1.1464;AAXA02000015.452491.454009;AB125231.1.1455;FR749937.1.1523;M59109.1.1537;L76604.1.1418;HZ485192.1.1493;DQ681227.1.1525;AAVP02000029.271.1782;ABOU02000049.4536.6056;LG086260.2.1514;BAAX01000752.408.1920;L76602.1.1402;LG085099.1.1493;LF651689.1.1511;LT598587.1.1497;AB571656.1.1493;AAVP02000025.9720.11231;FR749919.1.1525;BBZR01000066.208.1712;LF134083.1.1511;CP015405.4239136.4240677;AB818947.1.1494;HZ485589.1.1509;CP015405.2331703.2333244;FJ611794.1.1404;LG085496.1.1509;FR749936.1.1524;AZJE01000001.34797.36315;LT598580.1.1496;HZ485379.2.1514;EU377662.1.1346;FR749946.1.1524;ADLU01000111.254.1772;AZJE01000010.133433.134953;FAVJ01000004.312430.313940;LF135440.1.1493;LF134092.2.1512;BBDW01000030.73.1604;BABA01004003.155.1665;FR749917.1.1525;LG086267.2.1513;FR749918.1.1525;ACTN01000028.390.1908;HZ485186.1.1493;LG104461.1.1511;AZJE01000019.81382.82902;CVTZ01000007.99269.100776;AZJE01000037.2302.3820;HZ485517.10.1520;LG104470.2.1512;LF133408.1.1493;D14137.1.1385;CP015405.210899.212440;FR749938.1.1523;CZAC01000011.116399.117910;AAXA02000015.760903.762421;ACWP01000059.374.1892;LG085424.10.1520;CYZU01000015.70.1582;FQLT01000002.339798.341310;LT631508.1.1496;AZJE01000017.49865.51385;CVTZ01000011.472188.473700;AAXA02000016.197379.198897;GU985201.1.1526;LG085490.1.1509;AAXA02000014.354465.355983;EF031542.1.1453;CYZO01000012.74868.76378;KR364747.1.1521;AAXA02000006.102304.103822;CZAX01000013.119867.121377;FP929055.159.1677;ABVR01000038.1362.2880;CZAC01000092.963.2475;FR749921.1.1525;LF651014.1.1493	4	4:13	LF651014.1.1493;LF135440.1.1493;HZ485186.1.1493;LF133408.1.1493;AB571656.1.1493;LF651214.3.1514;BBZR01000066.208.1712;LG085099.1.1493;HZ485192.1.1493;AB600998.1.1493;AB196512.1.1455;AB125231.1.1455;CP015405.196247.197788	13
OTU_97.10857	AY169422.1.1490;CZBB01000008.97394.98904;CZAL01000009.543.2053;AB698910.1.1423;CYYV01000001.321800.323312;LBCG01000143.29282.30792;AB698912.1.1514;AB698915.1.1508	8	8:8	CYYV01000001.321800.323312;AY169422.1.1490;CZAL01000009.543.2053;CZBB01000008.97394.98904;AB698912.1.1514;AB698910.1.1423;LBCG01000143.29282.30792;AB698915.1.1508	8
OTU_97.10865	NA	NA	165:1;21:2;37:7;162:1;152:1;161:1;167:1;163:1;164:1;155:1;157:1;160:1	HW313920.1.1483;EU728726.1.1478;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;AJ270485.1.1470;HW798623.1.1493;FJ625861.27324.28847;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;LF623590.4.1475;HZ486081.9.1518;HW798611.1.1495;HW798599.4.1475;HW313926.4.1475;FJ625862.7160.8682;BAGW01000037.287.1796;AB702937.1.1496	19
OTU_97.10868	AB222700.1.1488;CS600342.5.1468;KX025135.1.1430;X83952.1.1395;KP944115.1.1429;GU968166.1.1492;HZ485100.10.1518;AGXU01000010.481004.482520;EU136682.1.1435;HZ485115.10.1518;KX025134.1.1442;AB222699.1.1485;L16484.1.1468;AB050108.1.1455;AGXW01000010.57027.58543;JQ606876.1.1403;KP944116.1.1434;AY652736.1.1451;JQ606875.1.1425;AGXT01000021.476267.477784;KX025133.1.1417;AGXW01000006.688.2204;AB510705.1.1459;JX006475.1.1409	15	15:17	EU136682.1.1435;AGXT01000021.476267.477784;AGXU01000010.481004.482520;HZ485115.10.1518;HZ485100.10.1518;GU968166.1.1492;AB510705.1.1459;AY652736.1.1451;CS600342.5.1468;L16484.1.1468;AB050108.1.1455;X83952.1.1395;KX025133.1.1417;KP944116.1.1434;KP944115.1.1429;AGXW01000006.688.2204;AGXW01000010.57027.58543	17
OTU_97.10875	LF135638.7.1475;HZ485325.10.1478;AB601095.1.1495;AGYR01000091.6527.8046;JX006510.1.1418;LT799004.1.1494;JQ607674.1.1411;HZ485309.3.1512;AGYI01000024.30671.32190;KX024579.1.1415;LC036310.1.1493;JQ607170.1.1413;AGYR01000051.190.1709;CZAB01000004.3636.5162;LG085221.10.1521;LN907761.1.1420;AB601068.1.1493;AGYN01000030.223142.224661;AGYO01000053.22976.24495;JQ607889.1.1420;JQ607618.1.1421;AGYI01000033.489239.490760;AGYQ01000046.22106.23625;AGYO01000012.252945.254464;AGYM01000093.6884.8395;M59089.1.1476;AGYM01000039.482.2001;KP944172.1.1433;BAHU02000044.30.1543;CP015399.4757278.4758820;JQ607423.1.1432;ADLL01000101.290.1809;AGYS01000013.1264.2783;AJ582080.1.1468;AB601097.1.1495;AB610549.1.1493;AGYJ01000003.3560.5081;LG085216.3.1512;ADLK01000048.472.1991;CP015399.3415150.3416692;ABQR01000074.101.1610;JQ607133.1.1402;JQ607414.1.1420;CP015399.3646225.3647767;EU728756.1.1349;DQ279737.1.1420;ADLI01000057.190.1709;AGYL01000062.30.1549;AGYS01000047.96656.98175;FBWO01000165.23.1542;AGYH01000002.22164.23685;JQ607167.1.1429;EF564277.1.1454;AJ508452.1.1498;AB601065.1.1493;Y18184.1.1488;JQ607063.1.1409;JX006319.1.1411;AGYH01000014.28348.29869;BAIC02000310.62.1571;JQ607411.1.1430;JX006718.1.1406;AGYP01000019.668.2187;AGYM01000061.547.2066;AGYS01000010.342878.344397;EF564278.1.1452;ACCJ01000522.48.1565;JQ606856.1.1425;AGYM01000049.26155.27674;JQ607719.1.1421;AGYH01000014.179835.181354;JQ606956.1.1417;LT576406.1.1493;LF651212.7.1475;X76739.8.1448;JQ607655.1.1401;CP015399.1569951.1571493;Y10028.1.1487;BAAU01001541.140.1647;JX006262.1.1421;CP015399.4748579.4750121;JYHN01000039.122501.124020;AB601066.1.1493;JQ607363.1.1418;AGYN01000032.129627.131146;JQ607142.1.1419;HZ485314.10.1521;JQ606955.1.1418;AGYN01000029.1538.3057	1	1:41	AGYI01000033.489239.490760;AJ508452.1.1498;CP015399.4757278.4758820;CP015399.1569951.1571493;CP015399.4748579.4750121;AGYH01000002.22164.23685;CP015399.3646225.3647767;AGYR01000051.190.1709;AGYJ01000003.3560.5081;BAHU02000044.30.1543;AGYN01000030.223142.224661;AGYH01000014.179835.181354;AGYN01000032.129627.131146;LG085221.10.1521;HZ485314.10.1521;ACCJ01000522.48.1565;BAIC02000310.62.1571;ADLL01000101.290.1809;AGYS01000047.96656.98175;AGYL01000062.30.1549;AGYS01000010.342878.344397;AGYP01000019.668.2187;AGYO01000053.22976.24495;AGYH01000014.28348.29869;AGYO01000012.252945.254464;AGYQ01000046.22106.23625;AGYM01000061.547.2066;AGYS01000013.1264.2783;AGYR01000091.6527.8046;AGYM01000093.6884.8395;AGYM01000049.26155.27674;AGYM01000039.482.2001;CZAB01000004.3636.5162;FBWO01000165.23.1542;LG085216.3.1512;HZ485309.3.1512;LC036310.1.1493;AGYN01000029.1538.3057;ADLI01000057.190.1709;AGYI01000024.30671.32190;CP015399.3415150.3416692	41
OTU_97.10883	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:25	BAAX01000131.813.2303;LQ500123.51.1533;X85022.1.1499;AJ413954.1.1462;BAAU01000686.2038.3530;LQ500131.1.1474;BAAX01000205.681.2171;BAAY01001326.446.1936;BAAX01000042.422.1912;BAAY01002722.335.1825;BABA01001765.248.1738;BABD01001073.183.1673;BAAV01000571.2640.4130;BABG01001611.30.1520;BAAX01000694.431.1921;LQ500116.1.1474;BABA01001556.422.1912;LQ500117.1.1474;BABG01000480.1321.2811;CYGL01005916.57.1552;BABG01000051.2348.3838;BAAY01001463.1184.2674;BAAY01000303.996.2486;EU728783.1.1433;JN713314.1.1504	25
OTU_97.10914	JX101687.1.1487;EU980608.1.1520;CYZK01000040.552.2062;FR749920.1.1525;CS600346.9.1480;AAVP02000002.246738.248249;AF357572.1.1411;L34619.1.1479;AF445285.1.1525;AB196512.1.1455;LF651698.2.1512;AJ315979.1.1406;ACTM01000065.528.2046;LDAQ01000152.353.1865;LG085333.2.1512;FR749945.1.1521;FR749935.1.1522;AB600998.1.1493;HZ485426.2.1512;BAAU01002801.360.1869;ADBG01000142.461.1973;LF651214.3.1514;AAVP02000040.351.1861;CP015405.3598712.3600253;FQLT01000003.449641.451153;HZ485583.1.1509;CP015405.196247.197788;CZBS01000001.376463.377973;HZ486360.2.1513;AB233029.1.1493;HZ486353.2.1514;EU728703.1.1464;AAXA02000015.452491.454009;AB125231.1.1455;FR749937.1.1523;M59109.1.1537;L76604.1.1418;HZ485192.1.1493;DQ681227.1.1525;AAVP02000029.271.1782;ABOU02000049.4536.6056;LG086260.2.1514;BAAX01000752.408.1920;L76602.1.1402;LG085099.1.1493;LF651689.1.1511;LT598587.1.1497;AB571656.1.1493;AAVP02000025.9720.11231;FR749919.1.1525;BBZR01000066.208.1712;LF134083.1.1511;CP015405.4239136.4240677;AB818947.1.1494;HZ485589.1.1509;CP015405.2331703.2333244;FJ611794.1.1404;LG085496.1.1509;FR749936.1.1524;AZJE01000001.34797.36315;LT598580.1.1496;HZ485379.2.1514;EU377662.1.1346;FR749946.1.1524;ADLU01000111.254.1772;AZJE01000010.133433.134953;FAVJ01000004.312430.313940;LF135440.1.1493;LF134092.2.1512;BBDW01000030.73.1604;BABA01004003.155.1665;FR749917.1.1525;LG086267.2.1513;FR749918.1.1525;ACTN01000028.390.1908;HZ485186.1.1493;LG104461.1.1511;AZJE01000019.81382.82902;CVTZ01000007.99269.100776;AZJE01000037.2302.3820;HZ485517.10.1520;LG104470.2.1512;LF133408.1.1493;D14137.1.1385;CP015405.210899.212440;FR749938.1.1523;CZAC01000011.116399.117910;AAXA02000015.760903.762421;ACWP01000059.374.1892;LG085424.10.1520;CYZU01000015.70.1582;FQLT01000002.339798.341310;LT631508.1.1496;AZJE01000017.49865.51385;CVTZ01000011.472188.473700;AAXA02000016.197379.198897;GU985201.1.1526;LG085490.1.1509;AAXA02000014.354465.355983;EF031542.1.1453;CYZO01000012.74868.76378;KR364747.1.1521;AAXA02000006.102304.103822;CZAX01000013.119867.121377;FP929055.159.1677;ABVR01000038.1362.2880;CZAC01000092.963.2475;FR749921.1.1525;LF651014.1.1493	4	9:3;5:1;4:9	MJID01000039.570.2111;BABG01001469.752.2264;AAXA02000014.354465.355983;AAXA02000015.452491.454009;AAXA02000015.760903.762421;MJID01000001.1580.3121;LT598587.1.1497;ADLU01000111.254.1772;LG085424.10.1520;AAXA02000006.102304.103822;AAXA02000016.197379.198897;HZ485517.10.1520;JX629259.1.1464	13
OTU_97.10918	NA	NA	155:1;157:1;152:1;158:1;161:1;162:1;163:1;164:1;165:1;159:1;37:7;168:1;111:1;166:1	FJ625862.7160.8682;BAGW01000037.287.1796;FJ625861.27324.28847;LF623579.1.1491;LF623590.4.1475;HW798623.1.1493;HW798599.4.1475;HW313926.4.1475;HW313920.1.1483;HW798588.1.1491;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;HW798619.1.1493;LT558848.1.1494;LT598592.1.1493	20
OTU_97.10931	NA	NA	279:1;150:1;280:1;281:1;282:1;284:1;286:1;287:1;265:1;283:1	LT631513.1.1449;LN866995.1.1482;X97852.1.1466;X98011.1.1468;EU158190.1.1510;ACEC01000059.3517.5032;LG085265.3.1510;HZ485358.3.1510;HW798603.1.1493;AF150697.1.1454	10
OTU_97.10938	JQ607243.1.1431;CP000139.346743.348252;AJ867043.1.1457;AB510712.1.1489;EU136687.1.1985;ASSN01000031.1609.3124;JQ607305.1.1446;JX048287.1.1404;JQ607114.1.1418;JQ607257.1.1414;JX006390.1.1422;JX006397.1.1422;AJ867044.1.1475;JQ606944.1.1418;JQ607246.1.1418;M58762.1.1533;CP000139.647842.649351;LG103726.1.1507;JQ607451.1.1421;LG085034.1.1507;JX048110.1.1435;AGXZ01000020.342567.344082;CP000139.2183533.2185042;JX006258.1.1422;CP000139.2587720.2589229;JQ606920.1.1421;CP000139.2095441.2096950;JQ607294.1.1425;CS600343.12.1518;JX048138.1.1422;AJ867050.1.1476;JQ607429.1.1424;LF135380.1.1507;ADKO01000087.185.1693;HZ485127.1.1507;KP944149.1.1433;CP000139.4743140.4744649;AJ867042.1.1475;CP000139.4430477.4431986;JQ607149.1.1411;JQ607625.1.1415;AB050111.1.1397;JQ607271.1.1416	25	25:43;26:19	AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;ADKO01000087.185.1693;CP000139.4430477.4431986;AGXZ01000020.342567.344082;CP000139.2183533.2185042;AJ867050.1.1476;ASSN01000031.1609.3124;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;CP000139.4743140.4744649;CS600343.12.1518;M58762.1.1533;AJ867042.1.1475;AJ867044.1.1475;AJ867043.1.1457;AB050111.1.1397;KP944149.1.1433;JQ607246.1.1418;JQ607451.1.1421;JQ607271.1.1416;JQ607149.1.1411;JQ607257.1.1414;CP008741.391903.393445;JQ606920.1.1421;JQ607305.1.1446;JQ606944.1.1418;ABWZ01000093.3557.5076;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.4433201.4434743;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;JQ607114.1.1418;JQ607625.1.1415;CP008741.2636685.2638227;JQ607294.1.1425;JQ607243.1.1431;JX006258.1.1422;JQ607429.1.1424;JX006390.1.1422;JX048138.1.1422;JX048110.1.1435;JX006397.1.1422;CP009057.4969468.4971009;JX048287.1.1404;JQ607431.1.1420	62
OTU_97.1096	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9	9:15	FP929042.53.1573;FP929043.489815.491335;CYYW01000006.154776.156288;AJ270475.1.1506;CP001107.307101.308621;CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.1425077.1426597;CP001107.10914.12434;CP001107.763005.764525;AY169428.1.1492;AY804151.1.1496;L34627.1.1468;AY442817.1.1520;AY442826.1.1528	15
OTU_97.10972	CP012937.5517779.5519304;L16489.1.1475;JQ607686.1.1411;AB547640.1.1475;AB510710.1.1461;JQ607066.1.1428;JQ608205.1.1410;AE015928.4983424.4984906;EU136679.1.1995;JQ607067.1.1417;JQ606910.1.1424;LN907744.1.1483;AE015928.2340709.2342191;AGDG01000041.493.2001;KP944119.1.1432;M58763.1.1482;JQ607043.1.1414;AE015928.3034714.3036195;JQ607032.1.1412;AY319395.1.1449;GQ496623.1.1463;KP944123.1.1436;EU887841.1.1494;JQ607093.1.1420;JQ607127.1.1359;JX006297.1.1423;GQ496624.1.1458;JX006625.1.1415;JQ607692.1.1411;JQ607099.1.1411;JQ606939.1.1420;JX048567.1.1424;JQ606892.1.1428;JQ608216.1.1420;JX006697.1.1410;JQ608257.1.1414;AB050109.1.1426;JQ607128.1.1418;JX048503.1.1409;LC033799.1.1504;JQ608100.1.1418;JQ608299.1.1419;CVOZ01000063.228971.230480;JQ606972.1.1418;JQ606983.1.1424;HZ485108.9.1517;CZAE01000003.99809.101321;JQ607143.1.1401;JQ607082.1.1425;JX048256.1.1388;JQ606959.1.1417;JQ607157.1.1414;CZBI01000005.3650.5158;AE015928.3328965.3330446;JQ607034.1.1424;JQ607060.1.1412;JQ606976.1.1418;CXSE01001446.1371.2879;JQ606901.1.1421	17	17:19	CP012937.5517779.5519304;CVOZ01000063.228971.230480;CXSE01001446.1371.2879;CZBI01000005.3650.5158;HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;AE015928.3328965.3330446;AE015928.3034714.3036195;EU136679.1.1995;LC033799.1.1504;M58763.1.1482;AB510710.1.1461;AB050109.1.1426;L16489.1.1475;AGDG01000041.493.2001;CZAE01000003.99809.101321;AY319395.1.1449	19
OTU_97.10986	AB222700.1.1488;CS600342.5.1468;KX025135.1.1430;X83952.1.1395;KP944115.1.1429;GU968166.1.1492;HZ485100.10.1518;AGXU01000010.481004.482520;EU136682.1.1435;HZ485115.10.1518;KX025134.1.1442;AB222699.1.1485;L16484.1.1468;AB050108.1.1455;AGXW01000010.57027.58543;JQ606876.1.1403;KP944116.1.1434;AY652736.1.1451;JQ606875.1.1425;AGXT01000021.476267.477784;KX025133.1.1417;AGXW01000006.688.2204;AB510705.1.1459;JX006475.1.1409	15	15:9	HZ485100.10.1518;AGXW01000006.688.2204;AGXT01000021.476267.477784;AGXW01000010.57027.58543;GU968166.1.1492;AGXU01000010.481004.482520;HZ485115.10.1518;AB222699.1.1485;AB222700.1.1488	9
OTU_97.1099	NA	NA	414:1;415:1;416:1;76:3;77:8;2:2;69:2;74:3	DQ278862.1.1546;L04165.1.1477;AY442822.1.1509;ACTP02000011.422074.423593;FIZZ01000025.174.1684;AWST01000112.51.1570;ADLQ01000114.174.1692;LG085311.10.1520;HZ485404.10.1520;MJHW01000015.411.1953;MJHW01000006.25639.27181;CP012098.9903.11443;CP012098.3166784.3168324;ACTP02000021.182566.184085;ACWK01000143.517.2035;ACFX02000046.4117.5635;BAID02000318.100.1610;ADLR01000157.173.1691;CYZY01000014.78043.79553;LG085292.8.1518;HZ485385.8.1518	21
OTU_97.10999	NA	NA	115:4;130:1;124:1;126:1;123:1;129:1;125:1;127:1;128:1;131:1;132:1;133:1;134:1;135:1;136:1;137:1;138:1;144:1;143:1;139:1;140:1;141:1;288:1;146:1;145:1	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;JMMA01000002.1983613.1985105;AF104833.1.1459;AF030451.1.1459;FOAT01000040.3592.5104;AY445602.1.1501;AF104839.1.1466;AB849340.1.1445;AB849341.1.1449;AB538438.1.1472;CP002403.1548328.1549826;CP002403.417348.418847;CP002403.2867312.2868810;CP002403.3675459.3676957;AY445600.1.1503;L76598.1.1407;AB849339.1.1445;JHXH01000008.774.2270;KF697933.1.1405;EU445110.1.1200;DL242959.1.1443;AB301912.1.1443;MSHI01000090.182843.184350;JOOA01000002.604280.605769;FNLI01000001.906.2398	28
OTU_97.1103	NA	NA	156:1;152:1;158:1;153:1;154:1;159:1;155:1;157:1;111:1	BAAZ01001521.295.1804;FJ625861.27324.28847;LF623579.1.1491;LF623612.1.1491;HW313948.1.1491;HW798588.1.1491;FJ625862.7160.8682;BAGW01000037.287.1796;LT558848.1.1494	9
OTU_97.11045	CP012937.5517779.5519304;L16489.1.1475;JQ607686.1.1411;AB547640.1.1475;AB510710.1.1461;JQ607066.1.1428;JQ608205.1.1410;AE015928.4983424.4984906;EU136679.1.1995;JQ607067.1.1417;JQ606910.1.1424;LN907744.1.1483;AE015928.2340709.2342191;AGDG01000041.493.2001;KP944119.1.1432;M58763.1.1482;JQ607043.1.1414;AE015928.3034714.3036195;JQ607032.1.1412;AY319395.1.1449;GQ496623.1.1463;KP944123.1.1436;EU887841.1.1494;JQ607093.1.1420;JQ607127.1.1359;JX006297.1.1423;GQ496624.1.1458;JX006625.1.1415;JQ607692.1.1411;JQ607099.1.1411;JQ606939.1.1420;JX048567.1.1424;JQ606892.1.1428;JQ608216.1.1420;JX006697.1.1410;JQ608257.1.1414;AB050109.1.1426;JQ607128.1.1418;JX048503.1.1409;LC033799.1.1504;JQ608100.1.1418;JQ608299.1.1419;CVOZ01000063.228971.230480;JQ606972.1.1418;JQ606983.1.1424;HZ485108.9.1517;CZAE01000003.99809.101321;JQ607143.1.1401;JQ607082.1.1425;JX048256.1.1388;JQ606959.1.1417;JQ607157.1.1414;CZBI01000005.3650.5158;AE015928.3328965.3330446;JQ607034.1.1424;JQ607060.1.1412;JQ606976.1.1418;CXSE01001446.1371.2879;JQ606901.1.1421	17	17:10	CP012937.5517779.5519304;EU136679.1.1995;HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;AE015928.3328965.3330446;AE015928.3034714.3036195;CVOZ01000063.228971.230480;CXSE01001446.1371.2879	10
OTU_97.1105	JX006288.1.1424;HZ485132.1.1509;BABG01004725.10.1478;ADMP01000058.91.1599;JQ607757.1.1408;JQ607091.1.1413;AGXT01000041.79243.80759;JQ608316.1.1421;JQ607051.1.1422;JQ607540.1.1433;JQ607946.1.1422;AB510713.1.1465;LT622246.247875.249393;KR364742.1.1467;DQ057457.1.1451	19	19:6;15:1	ADMP01000058.91.1599;HZ485132.1.1509;AB510713.1.1465;KR364742.1.1467;BABG01004725.10.1478;AGXU01000010.481004.482520;DQ057457.1.1451	7
OTU_97.11052	JN664096.1.1401;L37785.1.1419;GU585669.1.1449;LT725662.1.1455;HM037997.1.1462	97	97:5;96:1	JN664096.1.1401;L37785.1.1419;HM037997.1.1462;GU585669.1.1449;LT725662.1.1455;AJ566849.1.1455	6
OTU_97.11069	JQ607568.1.1411;AB117561.1.1493;AB238924.1.1486;CP000140.3253636.3255132;JNHQ01000190.1.1357;ACUB01000068.1.1400;AB238927.1.1486;AB238925.1.1486;CP000140.2872534.2874028;LC033797.1.1486;AB238926.1.1486;EU136681.1.1911;LARL01000150.1.1396;JQ606916.1.1417;JNHQ01000184.8.1440;CDRH01001199.128.1633;BABA01001649.892.2396;AB238923.1.1486;KP944197.1.1431;JQ607238.1.1426;JQ607108.1.1412;EU728708.1.1478;CP000140.3411907.3413403;JQ606931.1.1418;AB238922.1.1488;JQ607084.1.1412;M86695.1.1539;CP000140.2138973.2140467;KR364782.1.1484;CZAR01000037.27480.28953;CP000140.142361.143857;BAAZ01000703.1371.2875;CP000140.416000.417494;CP000140.4787729.4789225	28	28:27	CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;JNHQ01000184.8.1440;CP000140.142361.143857;CP000140.4787729.4789225;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;M86695.1.1539;EU136681.1.1911;AB238927.1.1486;AB238923.1.1486;AB238926.1.1486;EU728708.1.1478;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;AB238924.1.1486;CZAR01000037.27480.28953;KR364782.1.1484;CDRH01001199.128.1633;BABA01001649.892.2396;BAAZ01000703.1371.2875;LC033797.1.1486;KP944197.1.1431	27
OTU_97.11085	JQ607915.1.1414;AB531489.1.1488;LUYU01000009.3392.4896;CZAF01000001.556013.557519;JX048342.1.1227;JQ607917.1.1422;CZAO01000004.122192.123698;LG103725.8.1386;AB363973.1.1415;JQ606974.1.1418;AB021157.1.1508;JQ607949.1.1412;FJ753769.1.1397;AB510711.1.1477;JQ606993.1.1417;JQ607438.1.1419;BAAU01000536.1575.3081;EU136680.1.2019;ASSO01000012.330141.331655;AB215082.1.1485;JNHN01000179.537048.538433;AB547646.1.1488;BAJS01000049.3577.5109;CZAC01000044.999.2505;HW066511.1.1490;BAKJ01000105.14.1519;CYYO01000004.82756.84262;JN873344.1.1474;CYZB01000007.3612.5118;JQ606994.1.1421;JQ607435.1.1425;LF135379.8.1386;LF650953.8.1386;JQ607986.1.1408;JX048103.1.1420;JQ607012.1.1416;JX006272.1.1419;CZAD01000019.36461.37967;JX048443.1.1415;KP944146.1.1427;AB547643.1.1486;JX048114.1.1422;BABD01000482.1904.3411;HZ486684.1.1341;JX048092.1.1415;CYZF01000001.433278.434784;CELP01000805.3695.5201;LV534866.8.1386;LF133347.8.1386;AB050110.1.1425;JQ607304.1.1423	16	16:35;18:10	BAAU01000536.1575.3081;CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;EU136680.1.2019;CZAD01000019.36461.37967;AB510711.1.1477;CYZF01000001.433278.434784;AB050110.1.1425;ASSO01000012.330141.331655;JN873344.1.1474;KP944146.1.1427;JQ607304.1.1423;JQ607012.1.1416;JQ606994.1.1421;JX006272.1.1419;JQ606993.1.1417;JQ607438.1.1419;JQ607917.1.1422;BAKJ01000105.14.1519;AB547646.1.1488;JX048092.1.1415;AB531489.1.1488;JQ607915.1.1414;JX048103.1.1420;BABD01000526.1236.2742;JX048114.1.1422;JQ607949.1.1412;AB021157.1.1508;FNOD01000057.3565.5095;ABFZ02000022.100210.101724;HZ485141.10.1516;HW066511.1.1490;AB215082.1.1485;JQ607435.1.1425;BABB01000067.5995.7501;BABD01000482.1904.3411;BAAU01001024.317.1823;ABFZ02000010.54.1555;LN907743.1.1476;AB510708.1.1476;LC033792.1.1501	45
OTU_97.11092	NA	NA	58:6;55:9;56:6;57:10;95:3;43:3;147:1;113:3;148:1;417:1;418:1;419:1	ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;L16497.1.1468;FCNT01000097.14.1527;LARG01000025.1.1402;AY538696.1.1466;AY547271.1.1466;CZBZ01000002.727652.729157;EU728719.1.1444;AJ518872.1.1414;CP003274.119147.120561;AY643083.1.1446;AJWZ01008598.7.1523;CAHA01000059.20.1541;FP929032.881290.882801;HZ484947.1.1504;AB554230.1.1487;AB554233.1.1486;CP003274.2181216.2182629;AY974072.1.1433;CAEG01000022.14.1521;AY643084.1.1446;AJ518874.1.1465;CCIZ01000013.190076.191585;LG084852.1.1439;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;AY974071.1.1440;FKYL01000005.1805440.1806947;LT223566.1.1491;KP297842.1.1452;AY643082.1.1451;ADLD01000012.328.1844;AB600999.1.1490;AB490804.1.1482;CZBH01000001.999036.1000544;FNWB01000008.1278584.1280092;JRGF01000044.3.1537;LT598563.1.1492;LARG01000024.765.2171;JW177579.112.1491;HG934468.2032323.2033833;HG934468.1646469.1647979	45
